encoder_input,decoder_input,decoder_output
"['<ja>', '▁石', '淵', 'ダム', '[MASK]', '完成', 'を', '記念', 'して', '製作', 'された', '記録', '[MASK]', 'には', '、', '移', '転', '住民', 'への', '感', '謝', '[MASK]', '言葉', 'が', '[MASK]', 'せ', 'られていた', 'のか', '?', '▁', '</s>', '▁', '初代', '[MASK]', '石', '淵']","['<ja>', '▁石', '淵', 'ダム', 'の', '完成', 'を', '記念', 'して', '製作', 'された', '記録', '映画', 'には', '、', '移', '転', '住民', 'への', '感', '謝', 'の', '言葉', 'が', '乗', 'せ', 'られていた', 'のか', '?', '▁', '</s>', '▁', '初代', 'の', '石', '淵']","['▁石', '淵', 'ダム', 'の', '完成', 'を', '記念', 'して', '製作', 'された', '記録', '映画', 'には', '、', '移', '転', '住民', 'への', '感', '謝', 'の', '言葉', 'が', '乗', 'せ', 'られていた', 'のか', '?', '▁', '</s>', '▁', '初代', 'の', '石', '淵', '<ja>']"
"['<ja>', '▁ア', 'ント', 'ワー', 'ヌ', '・', 'ド', '・', 'リン', 'コ', 'ンが', '帝国', '軍', '[MASK]', '[MASK]', 'された', '[MASK]', '、', 'カール', 'は何を', '目', '論', 'んでいた', 'か', '?', '▁', '</s>', '▁カ', 'ールの', '率いる', '帝国', '[MASK]', '、', 'どの', '遠征', '[MASK]']","['<ja>', '▁ア', 'ント', 'ワー', 'ヌ', '・', 'ド', '・', 'リン', 'コ', 'ンが', '帝国', '軍', 'に', '殺', 'された', '時期に', '、', 'カール', 'は何を', '目', '論', 'んでいた', 'か', '?', '▁', '</s>', '▁カ', 'ールの', '率いる', '帝国', '軍は', '、', 'どの', '遠征', 'に']","['▁ア', 'ント', 'ワー', 'ヌ', '・', 'ド', '・', 'リン', 'コ', 'ンが', '帝国', '軍', 'に', '殺', 'された', '時期に', '、', 'カール', 'は何を', '目', '論', 'んでいた', 'か', '?', '▁', '</s>', '▁カ', 'ールの', '率いる', '帝国', '軍は', '、', 'どの', '遠征', 'に', '<ja>']"
"['<ja>', '[MASK]', '中', '戦争', '中', '、', '金属', '製', '品', '[MASK]', '統', '制', 'によって', '帝', '室', '御', '賞', '典', '優勝', '商品', 'は何に', '変', '[MASK]', 'りましたか', '?', '▁', '</s>', '▁1939', '年の', '帝', '室', '御', '賞', '典', '[MASK]', '優勝']","['<ja>', '▁日', '中', '戦争', '中', '、', '金属', '製', '品', 'の', '統', '制', 'によって', '帝', '室', '御', '賞', '典', '優勝', '商品', 'は何に', '変', 'わ', 'りましたか', '?', '▁', '</s>', '▁1939', '年の', '帝', '室', '御', '賞', '典', 'の', '優勝']","['▁日', '中', '戦争', '中', '、', '金属', '製', '品', 'の', '統', '制', 'によって', '帝', '室', '御', '賞', '典', '優勝', '商品', 'は何に', '変', 'わ', 'りましたか', '?', '▁', '</s>', '▁1939', '年の', '帝', '室', '御', '賞', '典', 'の', '優勝', '<ja>']"
"['<ja>', '[MASK]', 'コン', 'ゴ', '[MASK]', 'サ', 'ント', 'ス', '[MASK]', '[MASK]', '親', '善', '[MASK]', '[MASK]', '国はどこ', 'でしたか', '?', '[MASK]', '</s>', '▁ペ', 'レ', '[MASK]', '1000', '得', '点', 'を', '決', 'めた', '際', 'の', 'シュ', 'ート', 'の', '技', 'は', '、']","['<ja>', '▁', 'コン', 'ゴ', 'の次に', 'サ', 'ント', 'ス', 'FC', 'が', '親', '善', '試合', 'を行った', '国はどこ', 'でしたか', '?', '▁', '</s>', '▁ペ', 'レ', 'が', '1000', '得', '点', 'を', '決', 'めた', '際', 'の', 'シュ', 'ート', 'の', '技', 'は', '、']","['▁', 'コン', 'ゴ', 'の次に', 'サ', 'ント', 'ス', 'FC', 'が', '親', '善', '試合', 'を行った', '国はどこ', 'でしたか', '?', '▁', '</s>', '▁ペ', 'レ', 'が', '1000', '得', '点', 'を', '決', 'めた', '際', 'の', 'シュ', 'ート', 'の', '技', 'は', '、', '<ja>']"
"['<ja>', '▁大', '[MASK]', '軍と', 'イギリス', '軍', 'のうち', '[MASK]', 'この', '戦闘', 'による', '損', '[MASK]', 'があ', 'ま', 'り', '大き', '[MASK]', 'かったのは', '[MASK]', 'どちらか', '?', '▁', '</s>', '▁', '負', '[MASK]', 'は', 'したが', '生き', '残', 'った', 'アー', 'ノ', 'ルド', 'は']","['<ja>', '▁大', '陸', '軍と', 'イギリス', '軍', 'のうち', '、', 'この', '戦闘', 'による', '損', '傷', 'があ', 'ま', 'り', '大き', 'くな', 'かったのは', '、', 'どちらか', '?', '▁', '</s>', '▁', '負', '傷', 'は', 'したが', '生き', '残', 'った', 'アー', 'ノ', 'ルド', 'は']","['▁大', '陸', '軍と', 'イギリス', '軍', 'のうち', '、', 'この', '戦闘', 'による', '損', '傷', 'があ', 'ま', 'り', '大き', 'くな', 'かったのは', '、', 'どちらか', '?', '▁', '</s>', '▁', '負', '傷', 'は', 'したが', '生き', '残', 'った', 'アー', 'ノ', 'ルド', 'は', '<ja>']"
"['<ja>', '▁ヘ', 'ロ', 'ド', 'ト', '[MASK]', 'によると', '、', 'カン', 'ビ', 'ュ', 'セ', '[MASK]', '2', '世', 'は誰に', '王位', 'を', '奪', 'われる', 'ことを', '恐', 'れていましたか', '?', '▁', '</s>', '▁ス', 'メル', 'ディ', 'スの', '死', 'の', '経', '[MASK]', 'について', '説明']","['<ja>', '▁ヘ', 'ロ', 'ド', 'ト', 'ス', 'によると', '、', 'カン', 'ビ', 'ュ', 'セ', 'ス', '2', '世', 'は誰に', '王位', 'を', '奪', 'われる', 'ことを', '恐', 'れていましたか', '?', '▁', '</s>', '▁ス', 'メル', 'ディ', 'スの', '死', 'の', '経', '緯', 'について', '説明']","['▁ヘ', 'ロ', 'ド', 'ト', 'ス', 'によると', '、', 'カン', 'ビ', 'ュ', 'セ', 'ス', '2', '世', 'は誰に', '王位', 'を', '奪', 'われる', 'ことを', '恐', 'れていましたか', '?', '▁', '</s>', '▁ス', 'メル', 'ディ', 'スの', '死', 'の', '経', '緯', 'について', '説明', '<ja>']"
"['<ja>', '[MASK]', 'ター', 'ン', 'バック', 'が', '2005', '年', '、', 'アメリカ', '発', '明', '者', '栄', '誉', '殿', '堂', 'に', '[MASK]', '[MASK]', 'られる', 'ようになったのは', '、', '何を', '開発', 'した', '功', '績', 'が', '認め', 'られた', '[MASK]', '?', '▁', '</s>', '▁1961']","['<ja>', '▁ス', 'ター', 'ン', 'バック', 'が', '2005', '年', '、', 'アメリカ', '発', '明', '者', '栄', '誉', '殿', '堂', 'に', '加', 'え', 'られる', 'ようになったのは', '、', '何を', '開発', 'した', '功', '績', 'が', '認め', 'られた', 'からか', '?', '▁', '</s>', '▁1961']","['▁ス', 'ター', 'ン', 'バック', 'が', '2005', '年', '、', 'アメリカ', '発', '明', '者', '栄', '誉', '殿', '堂', 'に', '加', 'え', 'られる', 'ようになったのは', '、', '何を', '開発', 'した', '功', '績', 'が', '認め', 'られた', 'からか', '?', '▁', '</s>', '▁1961', '<ja>']"
"['<ja>', '[MASK]', '市', '久', '[MASK]', 'ふ', 'る', '[MASK]', '[MASK]', '文学', '[MASK]', '[MASK]', '[MASK]', '?', '▁', '</s>', '[MASK]', '市', '久', '[MASK]', 'ふ', 'る', '[MASK]', '[MASK]', '文学', '館', '[MASK]', '久', '[MASK]', '[MASK]', 'から', '歩', 'いて', '何', '分', 'で']","['<ja>', '▁津', '市', '久', '居', 'ふ', 'る', 'さ', 'と', '文学', '館の', '所在', '地はどこ', '?', '▁', '</s>', '▁津', '市', '久', '居', 'ふ', 'る', 'さ', 'と', '文学', '館', 'は', '久', '居', '駅', 'から', '歩', 'いて', '何', '分', 'で']","['▁津', '市', '久', '居', 'ふ', 'る', 'さ', 'と', '文学', '館の', '所在', '地はどこ', '?', '▁', '</s>', '▁津', '市', '久', '居', 'ふ', 'る', 'さ', 'と', '文学', '館', 'は', '久', '居', '駅', 'から', '歩', 'いて', '何', '分', 'で', '<ja>']"
"['<ja>', '▁2', 'つの', '一', '族', 'による', '[MASK]', '分', '離', '体制', 'が', '敷', 'か', 'れていた', 'カラ', 'ハン', '朝', 'が', '、', '完全', 'に', '[MASK]', 'に分', '裂', 'すること', 'になったのは', '、', '何世紀', 'のことなの', '?', '▁', '</s>', '▁', 'もとも', 'と', 'カラ']","['<ja>', '▁2', 'つの', '一', '族', 'による', '東西', '分', '離', '体制', 'が', '敷', 'か', 'れていた', 'カラ', 'ハン', '朝', 'が', '、', '完全', 'に', '東西', 'に分', '裂', 'すること', 'になったのは', '、', '何世紀', 'のことなの', '?', '▁', '</s>', '▁', 'もとも', 'と', 'カラ']","['▁2', 'つの', '一', '族', 'による', '東西', '分', '離', '体制', 'が', '敷', 'か', 'れていた', 'カラ', 'ハン', '朝', 'が', '、', '完全', 'に', '東西', 'に分', '裂', 'すること', 'になったのは', '、', '何世紀', 'のことなの', '?', '▁', '</s>', '▁', 'もとも', 'と', 'カラ', '<ja>']"
"['<ja>', '▁', 'ニコ', 'チア', 'ナ', 'ミン', 'を', '[MASK]', 'する', '酵', '素', '[MASK]', '遺伝', '子の', '発', '現', '量', 'を', '高', 'める', '方法', 'では', '、', '白', '米', '中の', '鉄', '濃', '[MASK]', 'が', 'どれくら', 'い', '増', 'え', 'ましたか', '?']","['<ja>', '▁', 'ニコ', 'チア', 'ナ', 'ミン', 'を', '合成', 'する', '酵', '素', 'の', '遺伝', '子の', '発', '現', '量', 'を', '高', 'める', '方法', 'では', '、', '白', '米', '中の', '鉄', '濃', '度', 'が', 'どれくら', 'い', '増', 'え', 'ましたか', '?']","['▁', 'ニコ', 'チア', 'ナ', 'ミン', 'を', '合成', 'する', '酵', '素', 'の', '遺伝', '子の', '発', '現', '量', 'を', '高', 'める', '方法', 'では', '、', '白', '米', '中の', '鉄', '濃', '度', 'が', 'どれくら', 'い', '増', 'え', 'ましたか', '?', '<ja>']"
"['<ja>', '▁バ', 'イ', '[MASK]', '・', 'シ', 'ティ', 'と', 'はどの', '都市', 'を', '意味', 'する', 'のですか', '。', '▁', '</s>', '▁', '過去', '[MASK]', '統', '計', '[MASK]', '平均', 'では', '、', '最高', '気温', 'が', '摂', '氏', '32', '[MASK]', '度', 'を超', 'える']","['<ja>', '▁バ', 'イ', 'ユー', '・', 'シ', 'ティ', 'と', 'はどの', '都市', 'を', '意味', 'する', 'のですか', '。', '▁', '</s>', '▁', '過去', 'の', '統', '計', 'の', '平均', 'では', '、', '最高', '気温', 'が', '摂', '氏', '32', '.2', '度', 'を超', 'える']","['▁バ', 'イ', 'ユー', '・', 'シ', 'ティ', 'と', 'はどの', '都市', 'を', '意味', 'する', 'のですか', '。', '▁', '</s>', '▁', '過去', 'の', '統', '計', 'の', '平均', 'では', '、', '最高', '気温', 'が', '摂', '氏', '32', '.2', '度', 'を超', 'える', '<ja>']"
"['<ja>', '▁カ', '[MASK]', 'リー', 'ヌ', 'はどこで', '生まれたの', '?', '▁', '</s>', '▁カ', '[MASK]', 'リー', 'ヌ', 'の母', 'が', '死んだ', 'のは何', '[MASK]', '何日', 'ですか', '。', '▁', '</s>', '▁カ', '[MASK]', 'リー', 'ヌ', 'の母', '[MASK]', '父', '[MASK]', '、', '誰が', '先に', '死亡']","['<ja>', '▁カ', 'ト', 'リー', 'ヌ', 'はどこで', '生まれたの', '?', '▁', '</s>', '▁カ', 'ト', 'リー', 'ヌ', 'の母', 'が', '死んだ', 'のは何', '月', '何日', 'ですか', '。', '▁', '</s>', '▁カ', 'ト', 'リー', 'ヌ', 'の母', 'と', '父', 'と', '、', '誰が', '先に', '死亡']","['▁カ', 'ト', 'リー', 'ヌ', 'はどこで', '生まれたの', '?', '▁', '</s>', '▁カ', 'ト', 'リー', 'ヌ', 'の母', 'が', '死んだ', 'のは何', '月', '何日', 'ですか', '。', '▁', '</s>', '▁カ', 'ト', 'リー', 'ヌ', 'の母', 'と', '父', 'と', '、', '誰が', '先に', '死亡', '<ja>']"
"['<ja>', '[MASK]', '[MASK]', '[MASK]', '貸出', '開始', 'が最も', '遅', 'かったのは', '、', '大', '里', '東', '[MASK]', '館', '[MASK]', '[MASK]', '、', '[MASK]', '沢', '[MASK]', '館', '[MASK]', '[MASK]', '、', '明治', '[MASK]', '館', '[MASK]', '[MASK]', '[MASK]', 'どれ', 'でしたか', '?', '[MASK]', '</s>']","['<ja>', '▁', '図書', 'の', '貸出', '開始', 'が最も', '遅', 'かったのは', '、', '大', '里', '東', '公民', '館', '図書', '室', '、', '稲', '沢', '公民', '館', '図書', '室', '、', '明治', '公民', '館', '図書', '室', 'の', 'どれ', 'でしたか', '?', '▁', '</s>']","['▁', '図書', 'の', '貸出', '開始', 'が最も', '遅', 'かったのは', '、', '大', '里', '東', '公民', '館', '図書', '室', '、', '稲', '沢', '公民', '館', '図書', '室', '、', '明治', '公民', '館', '図書', '室', 'の', 'どれ', 'でしたか', '?', '▁', '</s>', '<ja>']"
"['<ja>', '▁ビ', 'タ', 'ミン', 'A', '欠', '乏', '[MASK]', '解', '[MASK]', '策', 'として', '開発', '[MASK]', '遺伝', '子', '組み', '換', '[MASK]', '作物', 'は何', '?', '▁', '</s>', '▁ゴ', 'ール', 'デン', 'ライ', 'スと', '類', '似', '[MASK]', 'が行われた', '[MASK]', '[MASK]', 'ギ']","['<ja>', '▁ビ', 'タ', 'ミン', 'A', '欠', '乏', 'の', '解', '決', '策', 'として', '開発', 'された', '遺伝', '子', '組み', '換', 'え', '作物', 'は何', '?', '▁', '</s>', '▁ゴ', 'ール', 'デン', 'ライ', 'スと', '類', '似', 'の研究', 'が行われた', 'コ', 'ム', 'ギ']","['▁ビ', 'タ', 'ミン', 'A', '欠', '乏', 'の', '解', '決', '策', 'として', '開発', 'された', '遺伝', '子', '組み', '換', 'え', '作物', 'は何', '?', '▁', '</s>', '▁ゴ', 'ール', 'デン', 'ライ', 'スと', '類', '似', 'の研究', 'が行われた', 'コ', 'ム', 'ギ', '<ja>']"
"['<ja>', '▁ゴ', 'ズ', '[MASK]', 'が', '『', 'ブ', '[MASK]', 'カー', '・', 'ハイ', '』', 'で', '演じ', 'た', '役', 'は何', '?', '▁', '</s>', '▁2001', '年の', '映画', '『', 'ザ', '・', 'ビ', 'リー', 'ヴァ', 'ー', '』', 'の', '製作', '費', 'はいくらでしたか', '。']","['<ja>', '▁ゴ', 'ズ', 'リング', 'が', '『', 'ブ', 'レイ', 'カー', '・', 'ハイ', '』', 'で', '演じ', 'た', '役', 'は何', '?', '▁', '</s>', '▁2001', '年の', '映画', '『', 'ザ', '・', 'ビ', 'リー', 'ヴァ', 'ー', '』', 'の', '製作', '費', 'はいくらでしたか', '。']","['▁ゴ', 'ズ', 'リング', 'が', '『', 'ブ', 'レイ', 'カー', '・', 'ハイ', '』', 'で', '演じ', 'た', '役', 'は何', '?', '▁', '</s>', '▁2001', '年の', '映画', '『', 'ザ', '・', 'ビ', 'リー', 'ヴァ', 'ー', '』', 'の', '製作', '費', 'はいくらでしたか', '。', '<ja>']"
"['<ja>', '▁', 'ヴォ', 'フ', 'チュ', 'ィ', 'ン', '山', 'と', '[MASK]', 'ボ', 'シュ', '山の', '共通', '点', 'としては', '、', '[MASK]', 'ボ', 'ジ', 'ッツ', '[MASK]', 'どの', '方向', 'に位置', 'している', 'と', 'のこと', '[MASK]', '[MASK]', 'か', '?', '▁', '</s>', '▁', 'プロイセン']","['<ja>', '▁', 'ヴォ', 'フ', 'チュ', 'ィ', 'ン', '山', 'と', 'ロ', 'ボ', 'シュ', '山の', '共通', '点', 'としては', '、', 'ロ', 'ボ', 'ジ', 'ッツ', 'から', 'どの', '方向', 'に位置', 'している', 'と', 'のこと', 'が挙げ', 'られる', 'か', '?', '▁', '</s>', '▁', 'プロイセン']","['▁', 'ヴォ', 'フ', 'チュ', 'ィ', 'ン', '山', 'と', 'ロ', 'ボ', 'シュ', '山の', '共通', '点', 'としては', '、', 'ロ', 'ボ', 'ジ', 'ッツ', 'から', 'どの', '方向', 'に位置', 'している', 'と', 'のこと', 'が挙げ', 'られる', 'か', '?', '▁', '</s>', '▁', 'プロイセン', '<ja>']"
"['<ja>', '[MASK]', '貸出', '[MASK]', '数が多かったのは', '、', '[MASK]', '館', 'と', '配', '[MASK]', '[MASK]', 'のどちらですか', '?', '[MASK]', '</s>', '[MASK]', '数が多かったのは', '、', '貸出', '[MASK]', '数', 'と', '延', '配', '[MASK]', '[MASK]', '数', 'のどちらですか', '?', '[MASK]', '</s>', '[MASK]', '移動', 'した', '図書館の']","['<ja>', '▁', '貸出', '冊', '数が多かったのは', '、', '本', '館', 'と', '配', '本', '所', 'のどちらですか', '?', '▁', '</s>', '▁', '数が多かったのは', '、', '貸出', '冊', '数', 'と', '延', '配', '本', '冊', '数', 'のどちらですか', '?', '▁', '</s>', '▁', '移動', 'した', '図書館の']","['▁', '貸出', '冊', '数が多かったのは', '、', '本', '館', 'と', '配', '本', '所', 'のどちらですか', '?', '▁', '</s>', '▁', '数が多かったのは', '、', '貸出', '冊', '数', 'と', '延', '配', '本', '冊', '数', 'のどちらですか', '?', '▁', '</s>', '▁', '移動', 'した', '図書館の', '<ja>']"
"['<ja>', '▁ク', '[MASK]', 'ウ', 'ト', 'ハ', 'マー', '博士', 'が', '芳', '名', '録', 'に', '「', '[MASK]', '過去', 'の', '[MASK]', '訓', 'が', '我', '々', 'の', '未来', 'の', '姿', 'であ', 'ろ', 'う', 'か', '」', 'とい', '[MASK]', '趣', '旨', 'の']","['<ja>', '▁ク', 'ラ', 'ウ', 'ト', 'ハ', 'マー', '博士', 'が', '芳', '名', '録', 'に', '「', 'この', '過去', 'の', '教', '訓', 'が', '我', '々', 'の', '未来', 'の', '姿', 'であ', 'ろ', 'う', 'か', '」', 'とい', 'った', '趣', '旨', 'の']","['▁ク', 'ラ', 'ウ', 'ト', 'ハ', 'マー', '博士', 'が', '芳', '名', '録', 'に', '「', 'この', '過去', 'の', '教', '訓', 'が', '我', '々', 'の', '未来', 'の', '姿', 'であ', 'ろ', 'う', 'か', '」', 'とい', 'った', '趣', '旨', 'の', '<ja>']"
"['<ja>', '▁ロシア', '革命', '[MASK]', '進', '[MASK]', 'とともに', '、', 'ニコ', '[MASK]', 'エ', 'フ', 'スク', 'で', 'は何の', '悪', '化', 'という', '[MASK]', 'が', '生じ', 'ましたか', '?', '[MASK]', '</s>', '▁この文書では', '、', 'ニコ', '[MASK]', 'エ', 'フ', 'スク', '[MASK]', '治', '安', 'が']","['<ja>', '▁ロシア', '革命', 'の', '進', '展', 'とともに', '、', 'ニコ', 'ラ', 'エ', 'フ', 'スク', 'で', 'は何の', '悪', '化', 'という', '問題', 'が', '生じ', 'ましたか', '?', '▁', '</s>', '▁この文書では', '、', 'ニコ', 'ラ', 'エ', 'フ', 'スク', 'の', '治', '安', 'が']","['▁ロシア', '革命', 'の', '進', '展', 'とともに', '、', 'ニコ', 'ラ', 'エ', 'フ', 'スク', 'で', 'は何の', '悪', '化', 'という', '問題', 'が', '生じ', 'ましたか', '?', '▁', '</s>', '▁この文書では', '、', 'ニコ', 'ラ', 'エ', 'フ', 'スク', 'の', '治', '安', 'が', '<ja>']"
